KEGG	Cpd	Formula	Mass	Exact Mass	MetaboAnalyst
C08423	4-Methoxyglucobrassicin	C17H22N2O10S2	478.0716	478.071587	
C08424	Neoglucobrassicin	C17H22N2O10S2	478.0716	478.071587	Neoglucobrassicin
C08425	Progoitrin	C11H19NO10S2	389.045	389.045038	Progoitrin
C08426	Sinalbin	C14H19NO10S2	425.045	425.045038	Sinalbin
C08427	Sinigrin	C10H17NO9S2	359.0345	359.034473	Sinigrin
C08428	(N-Sulfoindol-3-yl)methylglucosinolate	C16H20N2O12S3	528.0178	528.017837	
C08429	Clitidine 5'-phosphate	C11H15N2O9P	350.0515	350.051517	
C08430	Convicine	C10H15N3O8	305.0859	305.085914	
C08431	Cordycepin	C10H13N5O3	251.1018	251.101839	
C08432	Isoguanosine	C10H13N5O5	283.0917	283.091668	
C08433	Amataine	C43H48N4O6	716.3574	716.357385	
C08434	6-Methylaminopurine	C6H7N5	149.0701	149.070145	6-Methyladenine
C08435	Triacanthine	C10H13N5	203.1171	203.117095	
C08437	Vicine	C10H16N4O7	304.1019	304.101898	Vicine
C08438	alpha-Amanitin	C39H54N10O14S	918.3542	918.354167	
C08439	Phalloidin	C35H48N8O11S	788.3163	788.316325	Phalloidin
C08440	Phaseolotoxin	C15H34N9O8PS	531.1989	531.198867	
C08441	Tentoxin	C22H30N4O4	414.2267	414.226705	
C08442	Ustiloxin	C28H43N5O12S	673.2629	673.262893	
C08443	Victorin C	C31H45Cl3N6O13	814.211	814.211018	
C08445	Dehydrofalcarinone	C17H20O	240.1514	240.151415	Falcarinone
C08446	(E)-Dehydromatricaria ester	C11H8O2	172.0524	172.052429	Methyl (Z)-2-decene-4,6,8-triynoate
C08447	Dehydrosafynol	C13H10O2	198.0681	198.068079	Dehydrosafynol
C08448	Eutypine	C12H10O2	186.0681	186.068079	
C08449	Falcarindiol	C17H24O2	260.1776	260.17763	Falcarindiol
C08450	Falcarinol	C17H24O	244.1827	244.182715	Falcarinol
C08451	Falcarinone	C17H22O	242.1671	242.167065	
C08452	Ichthyotherol	C14H14O2	214.0994	214.099379	1-Nonene
C08453	Lachnophyllum ester	C11H12O2	176.0837	176.083729	2-Decene-4,6-diynoic acid, methyl ester, (E)-
C08454	(E,E,E)-N-(2-Methylpropyl)hexadeca-2,6,8-trien-10-ynamide	C20H31NO	301.2406	301.240564	
C08455	Mycosinol	C13H10O3	214.063	214.062994	
C08456	Phenylheptatriyne	C13H8	164.0626	164.0626	
C08457	1-Phenyl-5-heptene-1,3-diyne	C13H10	166.0783	166.07825	
C08458	Safynol	C13H12O2	200.0837	200.083729	Safynol
C08459	Stearolic acid	C18H32O2	280.2402	280.24023	Stearolic acid
C08460	alpha-Terthienyl	C12H8S3	247.9788	247.978813	
C08461	Thiarubrine A	C13H8S2	228.0067	228.006742	Thiorubrine A
C08462	Thiarubrine B	C13H8S2	228.0067	228.006742	
C08463	Triacetylene	C6H2	74.0156	74.01565	
C08464	1-Tridecene-3,5,7,9,11-pentayne	C13H6	162.047	162.04695	Trideca-1-en-3,5,7,9,11-pentayne
C08465	Wyerone	C15H14O4	258.0892	258.089208	Wyerone
C08466	Wyerone acid	C14H12O4	244.0736	244.073558	
C08467	Asimicin	C37H66O7	622.4809	622.480854	
C08468	Acremoauxin A	C16H21NO6	323.1369	323.136887	
C08469	Aristolochic acid	C17H11NO7	341.0536	341.053551	
C08470	Bullatacinone	C37H66O7	622.4809	622.480854	
C08471	Chalcogran	C9H16O2	156.115	156.115029	
C08472	Avenanthramide A	C16H13NO5	299.0794	299.079372	(Z)-N-Coumaroyl-5-hydroxyanthranilic acid
C08473	Cibarian	C12H18N2O12	382.086	382.085974	
C08474	Coronarian	C12H18N2O12	382.086	382.085974	
C08475	Cucumopine	C11H13N3O6	283.0804	283.080435	
C08476	Chelidonic acid	C7H4O6	184.0008	184.000787	
C08477	Dianthalexin	C14H9NO3	239.0582	239.058243	
C08478	Dianthramine	C14H11NO6	289.0586	289.058637	
C08480	6-Hydroxykynurenic acid	C10H7NO4	205.0375	205.037507	6-Hydroxykynurenate
C08481	Indican	C14H17NO6	295.1056	295.105587	Indican
C08482	Cucurbic acid	C12H20O3	212.1412	212.141244	(+)-cucurbic acid
C08483	14-Dihydroxycornestin	C16H20O6	308.126	308.125988	
C08484	Epoxymurin-A	C35H62O3	530.4699	530.469895	Epoxymurin A
C08485	2-(4-Methoxyphenethyl)chromone	C18H16O3	280.1099	280.109944	
C08486	Ethyl (E,Z)-decadienoate	C12H20O2	196.1463	196.146329	ethyl 2E,4Z-decadienoate
C08487	Ethyl tiglate	C7H12O2	128.0837	128.083729	Ethyl tiglate
C08488	Giganin	C35H64O6	580.4703	580.470289	
C08489	(Z)-3,5-Hexadienyl butyrate	C10H16O2	168.115	168.115029	
C08490	Jasmone	C11H16O	164.1201	164.120115	cis-Jasmone
C08491	(-)-Jasmonic acid	C12H18O3	210.1256	210.125594	Jasmonic acid
C08492	3-Hexenol	C6H12O	100.0888	100.088815	(E)-3-Hexen-1-ol
C08493	Indole-3-carboxaldehyde	C9H7NO	145.0528	145.052763	1H-Indole-3-carboxaldehyde
C08494	Isotan B	C14H15NO7	309.0849	309.084851	
C08495	Karakin	C15H21N3O15	483.0973	483.097266	
C08496	Lycomarasmine B	C9H15N3O7	277.091	277.090999	
C08497	(E)-2-Hexenal	C6H10O	98.0732	98.073164	2-Hexenal
C08498	Lilac aldehyde	C10H16O2	168.115	168.115029	
C08499	Nona-2,6-dienal	C9H14O	138.1045	138.104465	Violet-leaf aldehyde
C08501	gamma-Nonalactone	C9H16O2	156.115	156.115029	
C08502	Parasorbic acid	C6H8O2	112.0524	112.052429	
C08503	Pinolidoxin	C18H26O6	338.1729	338.172938	
C08504	Macrozamin	C13H24N2O11	384.138	384.138009	
C08505	Purpureacin-1	C37H66O8	638.4758	638.475769	Bullatanocin
C08506	Methoxybrassinin	C12H14N2OS2	266.0548	266.054755	Methoxybrassinin
C08507	Miserotoxin	C9H17NO8	267.0954	267.095416	
C08509	Putaminoxin	C12H20O3	212.1412	212.141244	
C08510	Ruscopine	C16H26N4O2	306.2056	306.205576	
C08511	Tenuazonic acid	C10H15NO3	197.1052	197.105193	Tenuazonic acid
C08512	Ranunculin	C11H16O8	276.0845	276.084517	
C08513	Acetylcaranine	C18H19NO4	313.1314	313.131408	
C08514	3-Acetylnerbowdine	C19H23NO6	361.1525	361.152537	
C08515	Albomaculine	C19H23NO5	345.1576	345.157622	
C08516	Amaryllisine	C18H23NO4	317.1627	317.162708	
C08517	Ambelline	C18H21NO5	331.142	331.141972	
C08518	Belladine	C19H25NO3	315.1834	315.183443	
C08519	Brunsvigine	C16H17NO4	287.1158	287.115758	
C08520	Candimine	C18H19NO6	345.1212	345.121237	
C08521	Caranine	C16H17NO3	271.1208	271.120843	Caranine
C08522	Caribine	C19H22N2O3	326.163	326.163042	
C08523	Carinatine	C17H21NO4	303.1471	303.147058	
C08524	Cavinine	C18H21NO6	347.1369	347.136887	
C08525	Crinamine	C17H19NO4	301.1314	301.131408	
C08526	Galanthamine	C17H21NO3	287.1521	287.152143	Galantamine
C08527	Haemanthamine	C17H19NO4	301.1314	301.131408	Haemanthamine
C08528	Hippeastrine	C17H17NO5	315.1107	315.110672	
C08529	Kalbreclasine	C20H23NO12	469.122	469.122025	
C08530	Lycorenine	C18H23NO4	317.1627	317.162708	
C08531	Lycoricidine	C14H13NO6	291.0743	291.074287	
C08532	Lycorine	C16H17NO4	287.1158	287.115758	Lycorine
C08533	Narciclasine	C14H13NO7	307.0692	307.069201	
C08534	Narwedine	C17H19NO3	285.1365	285.136493	
C08535	Pancratistatin	C14H15NO8	325.0798	325.079766	
C08536	Pretazettine	C18H21NO5	331.142	331.141972	
C08537	Amaranthin	C30H34N2O19	726.1756	726.175576	Amaranthin
C08538	Betalamic acid	C9H9NO5	211.0481	211.048072	Betalamic acid
C08539	Betanidin	C18H16N2O8	388.0907	388.090665	Betanidin
C08540	Betanin	C24H26N2O13	550.1435	550.143488	Betanin
C08541	Bougainvillein-r-I	C30H36N2O18	712.1963	712.196312	
C08542	Celosianin II	C40H42N2O22	902.2229	902.22292	Celosianin II
C08543	Dopaxanthin	C18H18N2O8	390.1063	390.106315	Dopaxanthin
C08544	Gomphrenin-I	C24H26N2O13	550.1435	550.143488	Gomphrenin-I
C08545	Squamocin	C37H66O7	622.4809	622.480854	
C08546	Tiglyl tiglate	C10H16O2	168.115	168.115029	Tiglyl tiglate
C08547	Gomphrenin-V	C34H34N2O16	726.1908	726.190833	
C08548	Humilixanthin	C14H18N2O7	326.1114	326.1114	Humilixanthin
C08549	Indicaxanthin	C14H16N2O6	308.1008	308.100836	Indicaxanthin
C08550	Iresinin I	C36H42N2O23	870.2178	870.217835	
C08551	Isobetanin	C24H26N2O13	550.1435	550.143488	
C08552	Lampranthin II	C34H34N2O16	726.1908	726.190833	Lampranthin II
C08553	PM-Toxin A	C33H60O8	584.4288	584.428818	PM-Toxin A
C08554	Miraxanthin-I	C14H18N2O7S	358.0835	358.083472	
C08555	Miraxanthin-II	C13H14N2O8	326.075	326.075015	
C08556	Miraxanthin-III	C17H18N2O5	330.1216	330.121571	
C08557	Miraxanthin-V	C17H18N2O6	346.1165	346.116486	Miraxanthin-V
C08558	Tuberonic acid glucoside	C18H28O9	388.1733	388.173332	Tuberonic acid glucoside
C08559	Musca-aurin-I	C14H13N3O8	351.0703	351.070264	
C08560	Musca-aurin-II	C18H16N2O10	420.0805	420.080494	
C08561	Tuliposide A	C11H18O8	278.1002	278.100167	Tuliposide A
C08562	Musca-aurin-VII	C15H16N4O6	348.107	348.106984	
C08563	Muscapurpurin	C18H14N2O10	418.0648	418.064844	
C08564	Portulacaxanthin I	C14H16N2O7	324.0958	324.09575	
C08565	Portulacaxanthin II	C18H18N2O7	374.1114	374.1114	
C08566	Portulacaxanthin III	C11H12N2O6	268.0695	268.069536	
C08567	Prebetanin	C24H26N2O16S	630.1003	630.100303	Prebetanin
C08568	Vulgaxanthin-I	C14H17N3O7	339.1067	339.106649	Vulgaxanthin-I
C08569	Vulgaxanthin-II	C14H16N2O8	340.0907	340.090665	Vulgaxanthin-II
C08570	Tuliposide B	C11H18O9	294.0951	294.095082	
C08571	gamma-Undecalactone	C11H20O2	184.1463	184.146329	
C08572	Uvaricin	C39H68O7	648.4965	648.496504	
C08573	Abyssinone VI	C25H28O4	392.1988	392.198759	Abyssinone VI
C08574	Apigeninidin	C15H11O4	255.0657	255.065733	
C08575	Aurantinidin	C15H11O6	287.0556	287.055563	Aurantinidin
C08576	Aureusidin	C15H10O6	286.0477	286.047738	
C08577	Bracteatin	C15H10O7	302.0427	302.042652	
C08578	Butein	C15H12O5	272.0685	272.068473	Butein
C08579	Antheraxanthin	C40H56O3	584.4229	584.422945	Antheraxanthin
C08580	Astaxanthin	C40H52O4	596.3866	596.38656	Astaxanthin
C08581	Azafrin	C27H38O4	426.277	426.277009	
C08582	Bixin	C25H30O4	394.2144	394.214409	beta-Bixin
C08583	Canthaxanthin	C40H52O2	564.3967	564.39673	Canthaxanthin
C08584	Capsanthin	C40H56O3	584.4229	584.422945	Capsanthin
C08585	Capsorubin	C40H56O4	600.4179	600.41786	Capsorubin
C08586	delta-Carotene	C40H56	536.4382	536.438201	delta-Carotene
C08587	beta-Carotene 5,6-epoxide	C40H56O	552.4331	552.433116	beta-Carotene 5,6-epoxide
C08588	Crocetin	C20H24O4	328.1675	328.167459	(all-E)-Crocetin
C08589	Crocin	C44H64O24	976.3788	976.378752	Crocin
C08590	Zeinoxanthin	C40H56O	552.4331	552.433116	Zeinoxanthin
C08591	beta-Cryptoxanthin	C40H56O	552.4331	552.433116	beta-Cryptoxanthin
C08592	Echinenone	C40H54O	550.4175	550.417466	Echinenone
C08593	Eschscholtzxanthin	C40H54O2	566.4124	566.41238	
C08594	Flavoxanthin	C40H56O3	584.4229	584.422945	Flavoxanthin
C08595	Capensinidin	C18H17O7	345.0974	345.097427	
C08596	Fucoxanthin	C42H58O6	658.4233	658.423339	Fucoxanthin
C08597	Helenien	C72H116O4	1044.8874	1044.887362	Xantofyl palmitate
C08598	Carthamone	C21H20O11	448.1006	448.100561	Carthamone
C08599	Lactucaxanthin	C40H56O2	568.428	568.428031	Lactucaxanthin
C08600	Silandrin	C25H22O9	466.1264	466.126382	Silandrin
C08601	Lutein	C40H56O2	568.428	568.428031	Lutein
C08602	Lutein 5,6-epoxide	C40H56O3	584.4229	584.422945	Lutein 5,6-epoxide
C08603	Lycoxanthin	C40H56O	552.4331	552.433116	Lycoxanthin
C08604	Cyanidin 3-O-glucoside	C21H21O11	449.1084	449.108386	Cyanidin 3-glucoside
C08605	Citroxanthin	C40H56O	552.4331	552.433116	Citroxanthin
C08606	Neoxanthin	C40H56O4	600.4179	600.41786	Neoxanthin
C08607	Neurosporaxanthin	C35H46O2	498.3498	498.34978	Neurosporaxanthin
C08608	Norbixin	C24H28O4	380.1988	380.198759	Norbixin
C08609	Physalien	C72H116O4	1044.8874	1044.887362	Zeaxanthin dipalmitate
C08610	Rhodoxanthin	C40H50O2	562.3811	562.38108	Rhodoxanthin
C08611	Rubixanthin	C40H56O	552.4331	552.433116	Rubixanthin
C08612	Cyanidin 3-O-(6''-glucosyl-2''-xylosylgalactoside)	C32H39O20	743.2035	743.203468	
C08613	Torulene	C40H54	534.4226	534.422551	Torulene
C08614	Violaxanthin	C40H56O4	600.4179	600.41786	Violaxanthin
C08615	alpha-Amyrin	C30H50O	426.3862	426.386166	alpha-Amyrin
C08616	beta-Amyrin	C30H50O	426.3862	426.386166	beta-Amyrin
C08617	Asiatic acid	C30H48O5	488.3502	488.350174	
C08618	Betulin	C30H50O2	442.3811	442.38108	Messagenin
C08619	Betulinic acid	C30H48O3	456.3603	456.360345	Betulinic acid
C08620	Cyanidin 3-O-rutinoside	C27H31O15	595.1663	595.166295	Cyanidin 3-rutinoside
C08621	Dammarenediol-I	C30H52O2	444.3967	444.39673	(+)-24-Dammarene-3beta-20S-diol
C08622	Dipterocarpol	C30H50O2	442.3811	442.38108	
C08623	alpha-Elemolic acid	C30H48O3	456.3603	456.360345	alpha-Elemolic acid
C08624	Euphol	C30H50O	426.3862	426.386166	Euphol
C08625	Fernene	C30H50	410.3913	410.391251	
C08626	Friedelin	C30H50O	426.3862	426.386166	
C08627	Hopane-29-acetate	C32H54O2	470.4124	470.41238	Hopane-29-acetate
C08628	Lupeol	C30H50O	426.3862	426.386166	Lupeol
C08629	Cyanidin 3,5,3'-tri-O-glucoside	C33H41O21	773.214	773.214033	Cyanidin 3,3',5-triglucoside
C08630	Lupeol acetate	C32H52O2	468.3967	468.39673	Lupeol acetate
C08631	Messagenin	C29H48O3	444.3603	444.360345	
C08632	Papyriferic acid	C35H56O8	604.3975	604.397518	
C08633	Pristimerin	C30H40O4	464.2927	464.292659	
C08634	Sapelin A	C30H50O4	474.3709	474.37091	
C08635	Taccalonolide A	C36H46O14	702.2888	702.288756	Taccalonolide A
C08636	Taraxasterol	C30H50O	426.3862	426.386166	Taraxasterol
C08637	Taraxerol	C30H50O	426.3862	426.386166	Taraxerol
C08638	Tingenone	C28H36O3	420.2664	420.266445	
C08639	Cyanidin 3,5-O-diglucoside	C27H31O16	611.1612	611.161209	Cyanin
C08640	Delphinidin 3,3',5'-tri-O-glucoside	C33H41O22	789.2089	789.208947	
C08641	Gentiodelphin	C51H53O28	1113.2723	1113.272336	
C08642	Heavenly blue anthocyanin	C79H91O45	1759.4832	1759.483235	
C08643	Hirsutidin	C18H17O7	345.0974	345.097427	Hirsutidin
C08644	Hispidol	C15H10O4	254.0579	254.057908	(Z)-4',6-Dihydroxyaurone
C08646	6-Hydroxycyanidin	C15H11O7	303.0505	303.050477	2-(3,4-dihydroxyphenyl)-3,5,6,7-tetrahydroxy-1λ⁴-chromen-1-ylium
C08647	Cyanidin 3-O-galactoside	C21H21O11	449.1084	449.108386	Cyanidin 3-galactoside
C08648	Isobavachalcone	C20H20O4	324.1362	324.136159	Isobavachalcone
C08649	Isobutrin	C27H32O15	596.1741	596.17412	
C08650	Isoliquiritigenin	C15H12O4	256.0736	256.073558	Isoliquiritigenin
C08651	Leptosidin	C16H12O6	300.0634	300.063388	
C08652	Luteolinidin	C15H11O5	271.0606	271.060648	Luteolinidin
C08653	Malonylawobanin	C39H39O22	859.1933	859.193297	Awobanin
C08654	Acetylbrowniine	C27H43NO8	509.2989	509.298867	
C08655	Aconifine	C34H47NO12	661.3098	661.309825	
C08656	Ajaconine	C22H33NO3	359.246	359.246043	
C08657	Anhwiedelphinine	C35H44N2O10	652.2996	652.299595	
C08658	Anopterine	C31H43NO7	541.304	541.303952	
C08659	Inuline	C32H46N2O8	586.3254	586.325416	
C08660	Atisine	C22H33NO2	343.2511	343.251129	Atisine
C08661	Avadharidine	C36H51N3O10	685.3574	685.357444	
C08662	Barbinine	C36H46N2O10	666.3152	666.315245	
C08663	Beiwutine	C33H45NO12	647.2942	647.294175	
C08664	Bikhaconitine	C36H51NO11	673.3462	673.346211	
C08665	Browniine	C25H41NO7	467.2883	467.288302	
C08666	Cammaconine	C23H37NO5	407.2672	407.267173	
C08667	Cardiopetalidine	C21H33NO4	363.241	363.240958	
C08668	Septentriodine	C37H52N2O11	700.3571	700.35711	
C08669	Cassaidine	C24H41NO4	407.3036	407.303558	
C08670	Cassaine	C24H39NO4	405.2879	405.287908	
C08671	Condelphine	C25H39NO6	449.2777	449.277737	
C08672	Cuauchichicine	C22H33NO2	343.2511	343.251129	
C08673	14-Deacetylnudicauline	C36H48N2O10	668.3309	668.330895	
C08674	Delavaine A	C38H54N2O11	714.3728	714.37276	
C08675	Delcorine	C26H41NO7	479.2883	479.288302	
C08676	Delcosine	C24H39NO7	453.2727	453.272652	
C08677	Delphinine	C33H45NO9	599.3094	599.309432	
C08678	Delsoline	C25H41NO7	467.2883	467.288302	
C08679	Deltaline	C27H41NO8	507.2832	507.283217	
C08680	Denudatine	C22H33NO2	343.2511	343.251129	
C08681	Elatine	C38H50N2O10	694.3465	694.346545	
C08682	Erythrophleguine	C25H39NO6	449.2777	449.277737	
C08683	Falaconitine	C34H47NO10	629.32	629.319996	
C08684	Finaconitine	C33H46N2O10	630.3152	630.315245	
C08685	Garryine	C22H33NO2	343.2511	343.251129	
C08686	Heteratisine	C22H33NO5	391.2359	391.235873	
C08687	Hetisine	C20H27NO3	329.1991	329.199093	
C08688	Hypaconitine	C33H45NO10	615.3043	615.304346	
C08689	Icaceine	C22H33NO4	375.241	375.240958	
C08690	Icacine	C22H31NO6	405.2151	405.215137	
C08691	Indaconitine	C34H47NO10	629.32	629.319996	
C08692	Jesaconitine	C35H49NO12	675.3255	675.325476	
C08693	Karakoline	C22H35NO4	377.2566	377.256608	
C08694	Lappaconitine	C32H44N2O8	584.3098	584.309766	
C08695	Lindheimerine	C22H31NO2	341.2355	341.235479	
C08696	Lycaconitine	C36H48N2O10	668.3309	668.330895	
C08697	Lycoctonine	C25H41NO7	467.2883	467.288302	
C08698	Mesaconitine	C33H45NO11	631.2993	631.299261	
C08699	Methyllycaconitine	C37H50N2O10	682.3465	682.346545	
C08700	Napelline	C22H33NO3	359.246	359.246043	
C08701	Norerythrostachaldine	C23H37NO5	407.2672	407.267173	
C08702	Nudicauline	C38H50N2O11	710.3415	710.34146	
C08703	Ovatine	C24H35NO3	385.2617	385.261693	
C08704	Pseudoaconitine	C36H51NO12	689.3411	689.341126	
C08705	Ryanodine	C25H35NO9	493.2312	493.231181	
C08706	Septentrionine	C38H54N2O11	714.3728	714.37276	
C08707	Songorine	C22H31NO3	357.2304	357.230393	
C08708	Spiradine A	C20H25NO2	311.1885	311.188529	
C08709	Spiramine A	C24H33NO4	399.241	399.240958	
C08710	Spirasine I	C22H29NO3	355.2147	355.214743	
C08711	Spiredine	C22H27NO3	353.1991	353.199093	
C08712	Staphidine	C42H58N2O	606.4549	606.454914	
C08713	Talatizamine	C24H39NO5	421.2828	421.282823	
C08714	Thalicsessine	C22H27NO4	369.194	369.194008	
C08715	Tricornine	C27H43NO8	509.2989	509.298867	
C08716	Malvidin	C17H15O7	331.0818	331.081777	Malvidin
C08717	Silychristin	C25H22O10	482.1213	482.121296	Silychristin
C08718	Malvin	C29H35O17	655.1874	655.187424	
C08719	Sophoranone	C30H36O4	460.2614	460.261359	Sophoranone
C08720	Maritimetin	C15H10O6	286.0477	286.047738	Maritimetin
C08721	Polysialic acid acetylated at O-9	(C12H16NO9R)n			
C08722	4,5-Methylenedioxy-6-hydroxyaurone	C16H10O5	282.0528	282.052823	Cephalocerone
C08723	Monardaein	C42H41O23	913.2039	913.203862	Monardaein
C08724	Okanin	C15H12O6	288.0634	288.063388	Okanin
C08725	Pelargonin	C27H31O15	595.1663	595.166295	Pelargonin
C08726	Peonidin	C16H13O6. Cl	336.0401	336.040065	Peonidin
C08727	Petunidin	C16H13O7. Cl	352.035	352.03498	Petunidin
C08728	Riccionidin A	C15H9O6	285.0399	285.039913	Riccionidin A
C08729	Rosinidin	C17H15O6	315.0869	315.086863	Rosinidin
C08730	Sulphuretin	C15H10O5	270.0528	270.052823	
C08731	Xenognosin A	C16H16O3	256.1099	256.109944	Xenognosin A
C08732	Albafuran A	C24H26O4	378.1831	378.183109	Albafuran A
C08733	Ammeline	C3H5N5O	127.0494	127.049409	
C08734	Ammelide	C3H4N4O2	128.0334	128.033425	Ammelide
C08735	2-Chloro-4-hydroxy-6-amino-1,3,5-triazine	C3H3ClN4O	145.9995	145.999538	2-Chloro-4-hydroxy-6-amino-1,3,5-triazine
C08736	6-Chloro-1,3,5-triazine-2,4(1H,3H)-dione	C3H2ClN3O2	146.9836	146.983553	
C08737	Melamine	C3H6N6	126.0654	126.065394	Triethylenemelamine
C08738	Albanol A	C34H26O8	562.1628	562.162767	
C08739	alpha-Cotonefuran	C15H14O6	290.079	290.079038	alpha-Cotonefuran
C08740	beta-Cotonefuran	C16H16O6	304.0947	304.094688	
C08741	Dehydrotremetone	C13H12O2	200.0837	200.083729	
C08742	2,8-Dihydroxy-3,4,7-trimethoxydibenzofuran	C15H14O6	290.079	290.079038	
C08743	Eriobofuran	C14H12O4	244.0736	244.073558	Eriobofuran
C08744	Dihydroeuparin	C13H14O3	218.0943	218.094294	
C08745	Lithospermic acid	C27H22O12	538.1111	538.111126	
C08746	Ailanthinone	C25H34O9	478.2203	478.220282	
C08747	Ailanthone	C20H24O7	376.1522	376.152203	
C08748	Azadirachtin A	C35H44O16	720.2629	720.262935	Azadirachtin A
C08749	Bruceantin	C28H36O11	548.2258	548.225761	
C08750	Bruceantinol	C30H38O13	606.2312	606.231241	
C08751	Bruceine B	C23H28O11	480.1632	480.163161	
C08752	Bruceine D	C20H26O9	410.1577	410.157682	
C08753	Bruceoside A	C32H42O16	682.2473	682.247285	
C08754	Brusatol	C26H32O11	520.1945	520.194461	
C08755	Castelanone	C25H34O9	478.2203	478.220282	
C08756	Chaparrin	C20H28O7	380.1835	380.183503	
C08757	Chaparrinone	C20H26O7	378.1679	378.167853	
C08758	Chaparrolide	C20H30O6	366.2042	366.204238	
C08759	Eurycomalactone	C19H24O6	348.1573	348.157288	
C08760	Glaucarubin	C25H36O10	496.2308	496.230847	Glaucarubin
C08761	6-Methoxy-alpha-pyrufuran	C16H16O6	304.0947	304.094688	6-Methoxy-alpha-pyrufuran
C08762	6-O-Methyleuparin	C14H14O3	230.0943	230.094294	
C08763	Glaucarubinone	C25H34O10	494.2152	494.215197	
C08764	Glaucarubolone	C20H26O8	394.1628	394.162767	
C08765	Glycinoeclepin A	C25H34O7	446.2305	446.230453	Glycinoeclepin A
C08766	Harrisonin	C27H32O10	516.1995	516.199547	
C08767	12alpha-Hydroxyamoorstatin	C28H36O10	532.2308	532.230847	
C08768	Ichangin	C26H32O9	488.2046	488.204632	
C08769	Isobrucein A	C26H34O11	522.2101	522.210111	
C08770	Isobrucein B	C23H28O11	480.1632	480.163161	
C08771	Neoquassin	C22H30O6	390.2042	390.204238	Nigakihemiacetal B
C08772	Nigakihemiacetal A	C22H34O7	410.2305	410.230453	
C08773	Nomilin	C28H34O9	514.2203	514.220282	Nomilin
C08774	(Z)-Dehydromatricaria ester	C11H8O2	172.0524	172.052429	
C08775	Obacunone	C26H30O7	454.1992	454.199153	Obacunone
C08776	Picrasin C	C23H34O7	422.2305	422.230453	
C08777	Quassimarin	C27H36O11	536.2258	536.225761	Quassimarin
C08778	Quassin	C22H28O6	388.1886	388.188588	Quassin
C08779	Rutaevin	C26H30O9	486.189	486.188982	
C08780	Salannin	C34H44O9	596.2985	596.298532	
C08781	Samaderin A	C18H18O6	330.1103	330.110338	
C08782	Sergeolide	C25H28O11	504.1632	504.163161	
C08783	Simalikilactone D	C25H34O9	478.2203	478.220282	
C08784	Soularubinone	C25H34O10	494.2152	494.215197	
C08785	Toonacilin	C31H38O9	554.2516	554.251582	
C08786	Trichilin A	C35H46O13	674.2938	674.293841	
C08787	Undulatone	C27H34O11	534.2101	534.210111	
C08788	Zapoterin	C26H30O8	470.1941	470.194067	Zapoterin
C08789	Bryodulcosigenin	C30H50O4	474.3709	474.37091	
C08790	Carnosifloside I	C42H68O13	780.466	780.465992	
C08791	Carnosifloside III	C48H78O18	942.5188	942.518815	
C08792	Carnosifloside VI	C48H80O18	944.5345	944.534465	
C08793	Cucurbitacin A	C32H46O9	574.3142	574.314183	Cucurbitacin A
C08794	Cucurbitacin B	C32H46O8	558.3193	558.319268	Cucurbitacin B
C08795	Cucurbitacin C	C32H48O8	560.3349	560.334918	Cucurbitacin C
C08796	Cucurbitacin D	C30H44O7	516.3087	516.308703	Cucurbitacin D
C08797	Cucurbitacin E	C32H44O8	556.3036	556.303618	Cucurbitacin E
C08798	Cucurbitacin F	C30H46O7	518.3244	518.324353	Cucurbitacin F
C08799	Cucurbitacin H	C30H46O8	534.3193	534.319268	Cucurbitacin H
C08800	Cucurbitacin I	C30H42O7	514.2931	514.293053	Cucurbitacin I
C08801	Cucurbitacin J	C30H44O8	532.3036	532.303618	Cucurbitacin J
C08802	Cucurbitacin L	C30H44O7	516.3087	516.308703	Cucurbitacin L
C08803	Cucurbitacin O	C30H46O7	518.3244	518.324353	Cucurbitacin O
C08804	Cucurbitacin P	C30H48O7	520.34	520.340003	Cucurbitacin P
C08805	Cucurbitacin Q	C32H48O8	560.3349	560.334918	Cucurbitacin Q
C08806	Cucurbitacin S	C30H42O6	498.2981	498.298139	Cucurbitacin S
C08807	11-Deoxocucurbitacin I	C30H44O6	500.3138	500.313789	
C08808	Gratiogenin	C30H48O4	472.3553	472.35526	
C08809	Spinoside A	C39H56O12	716.3772	716.377177	
C08810	Ajugalactone	C29H40O8	516.2723	516.272318	ajugalactone
C08811	Ajugasterone C	C27H44O7	480.3087	480.308703	
C08813	Brassicasterol	C28H46O	398.3549	398.354866	Brassicasterol
C08814	Brassinolide	C28H48O6	480.3451	480.345089	
C08815	Agar				
